Id,公司名,HR邮箱,地址,规模,类型,领域,公司全称,网址,详细地址,信息
82666,家财网,,北京市,A轮,15-50人,私企,北京爱尚财富科技有限公司,http://www.ijiacai.com,北京清华科技园科技大厦C座G05,北京爱尚财富科技有限公司http://www.ijiacai.com北京清华科技园科技大厦C座G05
82695,無二,,北京市,angel轮,15-50人,中外合资,天津格诺科技有限公司,朝阳区来广营,,天津格诺科技有限公司朝阳区来广营
82729,途鸽wifi,,上海市,50-150人,私企,互联网,深圳市途鸽信息有限公司上海分公司,http://lei.shi@51tgt.com,黄浦区打浦桥站,深圳市途鸽信息有限公司上海分公司http://lei.shi@51tgt.com黄浦区打浦桥站
82739,孔明科技,info@kongming-inc.com Job@kongming-inc.com Job@kongming-inc.comBy 767876889@qq.com,北京市,150-500人,中外合资,互联网,北京中天威科网络技术有限责任公司,朝阳区安贞门,,北京中天威科网络技术有限责任公司朝阳区安贞门
82752,玄品传媒,zhaopin@champeen.com,北京市,,,,玄品传媒,,,玄品传媒
82761,玛雅软件,info@narkii.com 894818280@qq.com 739117206@qq.com contact@yumstone.com c101888@qq.com toprender@qq.com sales@mayaemb.com 863247804@qq.com 603620220@qq.com jobs@ximalaya.com fei.xia@liangruan.com market@loongrender.com xhwy@xhwy8.com 921091065@qq.com alixixi@QQ.commaya Ino1cg@163.com 5742055@qq.com 32568647@qq.com hr@chosenart.cn 2804039869@qq.com wpshr@kingsoft.com ps@16xx8.com 2417185120@qq.com mayatouzivip@126.com,厦门市,angel轮,15-50人,私企,福建玛雅软件科技有限公司,http://www.mayasoft.com.cn/,厦门市软件园二期望海路55号之二906单元,福建玛雅软件科技有限公司http://www.mayasoft.com.cn/厦门市软件园二期望海路55号之二906单元
82765,二五八集团,,厦门市,500-2000人,私企,互联网,厦门二五八集团有限公司,http://258jituan.com,厦门湖里区万达写字楼C2栋12楼,厦门二五八集团有限公司http://258jituan.com厦门湖里区万达写字楼C2栋12楼
82785,同方国际有限公司,,深圳市,150-500人,外企,智能硬件,同方股份多媒体产业本部海外事业部,http://www.tongfang-global.com,深圳市南山区科技园北区同方信息港D栋9楼,同方股份多媒体产业本部海外事业部http://www.tongfang-global.com深圳市南山区科技园北区同方信息港D栋9楼
82791,腾势众赢,,北京市,A轮,15-50人,私企,腾势众赢（北京）商务有限公司,http://www.tencrwin.com,丰台区马家堡西路18号名流未来大厦903,腾势众赢（北京）商务有限公司http://www.tencrwin.com丰台区马家堡西路18号名流未来大厦903
82811,保护爱,服务支持请联系support@eyou.com mmservice@Lenovo.com service@ijiami.cn,杭州市,15-50人,私企,互联网,杭州保护爱网络科技有限公司,http://www.baohuai.com,杭州滨江江晖路701号特迅网络科技大厦A座6楼611-619,杭州保护爱网络科技有限公司http://www.baohuai.com杭州滨江江晖路701号特迅网络科技大厦A座6楼611-619
82817,曲豆,发邮箱646280885@qq.com 亲你有没有文件?发我邮箱好么。1443622603@qq.com,杭州市,15人以下,私企,互联网,杭州曲豆网络科技有限公司,西湖区古墩路387号金桂大厦1402,,杭州曲豆网络科技有限公司西湖区古墩路387号金桂大厦1402
82818,上海郑明现代物流有限公司,,上海市,D轮,500-2000人,中外合资,上海郑明现代物流有限公司,上海市普陀区长寿路433弄3号19层,,上海郑明现代物流有限公司上海市普陀区长寿路433弄3号19层
82820,大美虎家居网,ir@angelclub.com 欢迎您向fuwu@qihuiwang.com luliu204840@sohu-inc.com,北京市,50-150人,私企,互联网,北京谛力泰克科技有限公司,http://www.dameihu.com,北京市海淀区东北旺北京中关村软件园2号楼3层,北京谛力泰克科技有限公司http://www.dameihu.com北京市海淀区东北旺北京中关村软件园2号楼3层
82828,湖畔网络,,杭州市,15-50人,私企,电子商务,杭州湖畔网络技术有限公司,http://www.hupun.com,西湖区文一西路776号,杭州湖畔网络技术有限公司http://www.hupun.com西湖区文一西路776号
82833,花瓣网,QQ号@qq.com 支持设置为【英文@qq.com 】【手机@qq.com admin@renren.com,杭州市,50-150人,私企,互联网,杭州多杰网络科技有限公司,http://www.huaban.com,杭州市文一西路98号数娱大厦606-611,杭州多杰网络科技有限公司http://www.huaban.com杭州市文一西路98号数娱大厦606-611
82859,哆啦宝,,北京市,B轮,50-150人,私企,哆啦宝（北京）科技有限公司,http://www.duolabao.com,北京市朝阳区朝外大街甲六号万通中心D座1605,哆啦宝（北京）科技有限公司http://www.duolabao.com北京市朝阳区朝外大街甲六号万通中心D座1605
82868,GKFX捷凯金融,,上海市,50-150人,外企,金融,格洛博商务咨询服务（上海）有限公司,,,格洛博商务咨询服务（上海）有限公司
82881,天天网,,北京市,50-150人,私企,互联网,北京天天美尚信息科技股份有限公司,http://www.tiantian.com,北京市海淀区阜成路北三街6号轻苑大厦6层天天网,北京天天美尚信息科技股份有限公司http://www.tiantian.com北京市海淀区阜成路北三街6号轻苑大厦6层天天网
82893,幸星动画,postmaster@corpease.net weismilexiao@sina.com 爱喇叭网电子邮箱2238643860@qq.com wang@sharkpark.cn 评价电子邮箱2238643860@qq.com,北京市,B轮,50-150人,外企,幸星数字娱乐科技（北京）有限公司,http://www.xing-xing.com,北京市朝阳区酒仙桥路14号兆维工业园A区2号楼2门4层,幸星数字娱乐科技（北京）有限公司http://www.xing-xing.com北京市朝阳区酒仙桥路14号兆维工业园A区2号楼2门4层
82895,小黄人科技,,北京市,15人以下,私企,互联网,北京小黄人科技有限公司,http://www.playhudong.com/,海淀中关村善缘街1号立方庭2-201,北京小黄人科技有限公司http://www.playhudong.com/海淀中关村善缘街1号立方庭2-201
82944,优辰互联 UCNEST,,北京市,angel轮,15-50人,私企,优辰互联信息技术（北京）有限公司,北京市海淀区知春路6号锦秋国际大厦A区1306室,,优辰互联信息技术（北京）有限公司北京市海淀区知春路6号锦秋国际大厦A区1306室
82953,蜂窝网,,北京市,15人以下,私企,互联网,北京万维之道信息技术有限公司,北京市朝阳区霞光里5号院,,北京万维之道信息技术有限公司北京市朝阳区霞光里5号院
82961,上海播扬信息科技有限公司,,上海市,15-50人,外企,互联网,上海播扬信息科技有限公司,,,上海播扬信息科技有限公司
82978,小西科技,,深圳市,angel轮,15-50人,私企,深圳小西科技有限公司,http://www.xiaoxi.cc,深圳市南山区海天二路软件产业基地5栋D座2楼F单元,深圳小西科技有限公司http://www.xiaoxi.cc深圳市南山区海天二路软件产业基地5栋D座2楼F单元
82996,蓝店,,厦门市,angel轮,15-50人,私企,厦门市蓝尚信息科技有限公司,http://www.ulandian.com,厦门市软件园二期观日路56号301D单元,厦门市蓝尚信息科技有限公司http://www.ulandian.com厦门市软件园二期观日路56号301D单元
82997,网兜科技,ttqikan@163.com,金华市,15-50人,私企,移动互联网,义乌网兜网络科技有限公司,http://www.iwindo.cn,义乌市杨村路288号高创园A幢4楼东,义乌网兜网络科技有限公司http://www.iwindo.cn义乌市杨村路288号高创园A幢4楼东
83013,金点教育科技,249797968@qq.com ninthday110@gmail.com sd88845999@163.com Dora@cd365world.com todayedu@126.com jxjy@jxjyqk.com luhaiwang2008@163.com,深圳市,15-50人,私企,互联网,泸州市金点教育科技有限公司,南山区科技园北区新西路兰光科技园,,泸州市金点教育科技有限公司南山区科技园北区新西路兰光科技园
83017,宏创学院,2880623741@qq.com,南京市,15人以下,私企,移动互联网,南京宏创职业培训学校,http://www.hongchuang.org,南京市建邺区嘉陵江东街18号国家广告产业园,南京宏创职业培训学校http://www.hongchuang.org南京市建邺区嘉陵江东街18号国家广告产业园
83044,星际传播,,广州市,15-50人,私企,广告,广州市星际艺术传播有限公司,http://www.jstargroup.com,越秀区东风东路753好天誉商务大厦东塔9楼,广州市星际艺术传播有限公司http://www.jstargroup.com越秀区东风东路753好天誉商务大厦东塔9楼
83050,深圳汉华科技股份有限公司,cup@shuib.cc szmw@mwcard.com yb@gzmcl.com 123@scpvvyj.co 123@rplhwph.com,深圳市,15-50人,私企,互联网,深圳汉华科技股份有限公司,http://www.nemocup.com/,深圳市南山区高新南六道6号迈科龙大厦5楼,深圳汉华科技股份有限公司http://www.nemocup.com/深圳市南山区高新南六道6号迈科龙大厦5楼
83070,众安保险,open@zhongan.com,上海市,angel轮,150-500人,私企,众安在线财产保险股份有限公司,http://www.zhongan.com,黄浦区圆明园路169号,众安在线财产保险股份有限公司http://www.zhongan.com黄浦区圆明园路169号
83075,上海外教社信息技术有限公司,,上海市,15-50人,国企,教育,上海外教社信息技术有限公司,http://www.ssit.cc,上海市大连西路558号,上海外教社信息技术有限公司http://www.ssit.cc上海市大连西路558号
83077,美食王,1562064806@qq.com 想怀旧一下。邮箱747257554@qq.com wlwh@vip.sina.com nuomihelp@baidu.com waimai-zhaoshang@iwaimai.baidu.com service@makepolo.com 751644108@qq.com jubao@contact.sohu.com zbcyt1977邮箱zbcyt1977@163.comhttp kf@vip.sohu.com jsmeishi@sina.com luliu204840@sohu-inc.com tougao@iyiou.com hezuo@iyiou.com help@bilibili.com news@netsun.com,深圳市,50-150人,私企,移动互联网,深圳美食王科技有限公司,http://www.meisiw.com,深圳市南山区深南大道振业国际商务中心20层,深圳美食王科技有限公司http://www.meisiw.com深圳市南山区深南大道振业国际商务中心20层
83080,麦思网络,,杭州市,15-50人,私企,游戏,杭州麦思网络股份有限公司,http://www.mxth.com,杭州市西湖区文一西路75#数字娱乐产业园三号楼405室（高技街）,杭州麦思网络股份有限公司http://www.mxth.com杭州市西湖区文一西路75#数字娱乐产业园三号楼405室（高技街）
83092,微筹集,bp@weichouji.com service@zczj.com luweijia@weichouji.com service@weichouji.com services@shengyidi.com kshongfutong@163.com wangtianxiang@weichouji.com 或发送BP到service@weichouji.com 邮箱macy@21jingji.com Iprdaily@163.com zhouhaifeng@iprdaily.com ocn@ocn.com.cn jinjiayu@ucfgroup.com 258068364@qq.com,上海市,15-50人,私企,金融,上海财苗股权投资管理有限公司,http://www.weichouji.com,上海市浦东新区杨高南路428号由由世纪广场一号楼25楼,上海财苗股权投资管理有限公司http://www.weichouji.com上海市浦东新区杨高南路428号由由世纪广场一号楼25楼
83102,长路体育,,北京市,angel轮,50-150人,私企,长路体育集团,朝阳区兴隆街甲8号B座一层,,长路体育集团朝阳区兴隆街甲8号B座一层
83123,骏梦游戏,gm@haohaowan.com,上海市,public轮,150-500人,私企,上海骏梦网络科技有限公司,http://www.thedream.cc/,上海长宁区周家桥创意园区,上海骏梦网络科技有限公司http://www.thedream.cc/上海长宁区周家桥创意园区
83154,森融网络科技,kf@vip.sohu.com,上海市,C轮,50-150人,中外合资,上海森融网络科技有限公司,http://rrr.me,上海市徐汇区宜山路810号（贝岭大厦内创嘉站201室）,上海森融网络科技有限公司http://rrr.me上海市徐汇区宜山路810号（贝岭大厦内创嘉站201室）
83163,汇毅物业,,广州市,150-500人,私企,其他,广州市汇毅物业管理有限公司,http://www.pci.com.cn,广州市天河软件园建中路51-53号新太518室,广州市汇毅物业管理有限公司http://www.pci.com.cn广州市天河软件园建中路51-53号新太518室
83167,贝橙儿童健康管家,,北京市,15-50人,私企,移动互联网,铭策（北京）智能科技有限公司,http://www.novahealth.cn,北京建外SOHO西区-12号楼2503,铭策（北京）智能科技有限公司http://www.novahealth.cn北京建外SOHO西区-12号楼2503
83168,比美特医护在线,,北京市,A轮,50-150人,私企,比美特医护在线（北京）科技有限公司,http://www.bimt.com,北京市丰台区南四环西路128号诺德中心2号楼8层,比美特医护在线（北京）科技有限公司http://www.bimt.com北京市丰台区南四环西路128号诺德中心2号楼8层
83202,CONETON,chinaeton@163.com 61248058@163.com nccjsk@sina.con service@wareton.com etonkidd@sumec.com admin@hyleton.com 705274354@qq.com service@jayeton.com youke525@yahoo.com.cn marketing@seeyon.com TonyMoly_sy@126.com 4008805051@keyue.net business@detonfan.com zjetone@163.com admin@etongchem.com babyeton@sina.combyt.xiangmu.com sales@china-eton.com 照明企业邮箱查询szyh1969@public.szptt.cn feihu44825@sina.con zxptolj@163.com sc@geeton-dl.com minch@public1.sz.js.cn CONToshiyuki.Hatanaka@HansaContec.deEAST TALEgodfrey@east-talent.com MOTO-QUIPgrantmw@iafrica.com sap@tongx.com admin@standford.com.cn wangyuanxiang@tijian18.com info@et-furniture.com,成都市,150-500人,私企,移动互联网,成都众易通科技有限公司,http://www.coneton.com,成都市高新南区,成都众易通科技有限公司http://www.coneton.com成都市高新南区
83222,鑫义科技,,宁波市,A轮,15-50人,私企,宁波鑫义信息科技有限公司,http://www.xydata.cn,宁波市南部商务区泰康中路500号国骅国际大厦24楼2406,宁波鑫义信息科技有限公司http://www.xydata.cn宁波市南部商务区泰康中路500号国骅国际大厦24楼2406
83227,追梦方舟,,北京市,50-150人,私企,互联网,北京追梦方舟文化传播有限公司,http://www.dreamsark.com,北京市东城区安定门东大街28号雍和大厦C座1009,北京追梦方舟文化传播有限公司http://www.dreamsark.com北京市东城区安定门东大街28号雍和大厦C座1009
83240,南京猫爪网络科技有限公司,hr@catpaw.cn 可投简历至我公司人力资源部邮箱hr@catpaw.cn sunuonj@126.com,南京市,angel轮,15人以下,私企,南京猫爪网络科技有限公司,,,南京猫爪网络科技有限公司
83251,上海泽方,,上海市,15-50人,私企,其他,上海泽方企业管理咨询有限公司,浦东新区上南路3855号11号楼208室,,上海泽方企业管理咨询有限公司浦东新区上南路3855号11号楼208室
83258,新华通,zhxhtncy@21cn.com gdzhxht@163.com salas@ykxhtqb.com gxrc3397366@163.com htyb@htyb.com.cn pyhtlq@163.com 2634823@qq.com wangxinghua8586@163.com hr@watertown.cc haier_zbchen@126.com 13809456688@qq.com ve0802@mx.cei.gov.cn 785855336@qq.com,珠海市,150-500人,私企,IT/软件,珠海新华通软件股份有限公司,http://www.zhxht.com,珠海市香洲区运通路28号紫荆花园1幢2层,珠海新华通软件股份有限公司http://www.zhxht.com珠海市香洲区运通路28号紫荆花园1幢2层
83267,上海掌越科技有限公司,,上海市,15-50人,私企,移动互联网,上海掌越科技有限公司,http://www.ccplay.com.cn,上海市长宁区宣化路299弄2号B楼5D,上海掌越科技有限公司http://www.ccplay.com.cn上海市长宁区宣化路299弄2号B楼5D
83273,扬州京东,,扬州市,public轮,500-2000人,私企,江苏京东信息技术有限公司扬州分公司,江苏省扬州市信息产业基地二期京东大楼,,江苏京东信息技术有限公司扬州分公司江苏省扬州市信息产业基地二期京东大楼
83310,奇点天下,feilanglicong@qq.com gujr@falconnect.cn malianhua98@163.com office@jidian.org.cn,北京市,15人以下,私企,金融,北京奇点天下信息咨询有限公司,北京东城区银河soho，A座5层，10511,,北京奇点天下信息咨询有限公司北京东城区银河soho，A座5层，10511
83342,美可梦,,重庆市,15-50人,私企,互联网,重庆市美可梦科技有限公司,http://www.xiaom.com/,重庆市解放碑世贸大厦33-3,重庆市美可梦科技有限公司http://www.xiaom.com/重庆市解放碑世贸大厦33-3
83346,一派,,上海市,50-150人,私企,互联网,上海军果信息技术有限公司,http://www.1paiclub.com,上海市黄浦区太仓路200号21楼,上海军果信息技术有限公司http://www.1paiclub.com上海市黄浦区太仓路200号21楼
83370,云堆新媒,,成都市,15-50人,私企,新媒体,成都云堆移动信息技术有限公司,http://www.yunduimedia.com,成都高新区府城大道西段399号,成都云堆移动信息技术有限公司http://www.yunduimedia.com成都高新区府城大道西段399号
83377,卓云科技,1613139141@qq.com,大连市,50-150人,私企,IT/软件,大连卓云科技有限公司,http://www.smilecampus.cn,辽宁省大连市高新园区创业大厦A座7楼,大连卓云科技有限公司http://www.smilecampus.cn辽宁省大连市高新园区创业大厦A座7楼
83378,欧芮儿,710775078@qq.com,广州市,150-500人,私企,电子商务,深圳市欧芮儿服装有限公司,http://olrain.tmall.com,广州市海珠区广州大道南1601洋湾电子商务岛,深圳市欧芮儿服装有限公司http://olrain.tmall.com广州市海珠区广州大道南1601洋湾电子商务岛
83423,洋葱数学,,北京市,B轮,50-150人,私企,光合新知（北京）科技有限公司,http://yangcong345.com/,北京市西城区大外廊营胡同8号,光合新知（北京）科技有限公司http://yangcong345.com/北京市西城区大外廊营胡同8号
83431,筷子旅行,,北京市,angel轮,15-50人,私企,筷乐行走（北京）信息技术有限公司,北京市东城区和平里中街丙十六号院二楼,,筷乐行走（北京）信息技术有限公司北京市东城区和平里中街丙十六号院二楼
83455,经传软件,2403096575@qq.com zhang2421641@126.com,广州市,150-500人,私企,金融,广州经传信息科技有限公司,http://www.jingzhuan.cn,,广州经传信息科技有限公司http://www.jingzhuan.cn
83457,潭雅科技,,上海市,angel轮,15-50人,私企,潭雅科技有限公司,长阳路245号,,潭雅科技有限公司长阳路245号
83475,北京新东方学校,,北京市,2000人以上,私企,教育,北京市海淀区私立新东方学校,http://bj.xdf.cn/,北京市海淀区海淀中街6号新东方大厦三层人力资源部,北京市海淀区私立新东方学校http://bj.xdf.cn/北京市海淀区海淀中街6号新东方大厦三层人力资源部
83494,最美应用,,北京市,A轮,15-50人,私企,北京美易科技有限公司,望京SOHO塔2C座3层230311室,,北京美易科技有限公司望京SOHO塔2C座3层230311室
83516,TCL通讯,4008123456@tcl.com tclsj@sina.com gdtcl2010@qq.com,北京市,public轮,150-500人,中外合资,惠州TCL移动通信有限公司北京第一分公司,http://www.tcl.com/,城建大厦,惠州TCL移动通信有限公司北京第一分公司http://www.tcl.com/城建大厦
83549,牛商网,fsshiguandoor@163.com lucy@sunny1998.com 81420214@qq.com yaxuan@263.net hxd0531@163.com wangjing@chunpuyou.com abc54321@263.net szshenglisi@163.com 768134286@qq.com 598640010@qq.com info@kle9.com 3078626941@qq.com 214942861@qq.com csrfoods01@126.com 1103411126@qq.com lxnn@tuanshan365.com 2422246077@qq.com sales05@rong-he.cn greenleafhouse@126.com 11199380@qq.com sales@szhite.com 2668660410@qq.com 1485484536@qq.com poright@126.com htjy@21cn.com 857057098@qq.com 2076642809@qq.com nsw@nsw88.cc lvdtyn@aliyun.com 3253142147@qq.com 657756772@qq.com 2355419310@qq.com admin@deyuanhg.net meiyiln@qq.com jzg@nenghui.net gedun@gedun.cn info@leyi.cn sales@eaca.cn ythuashun@163.com,深圳市,public轮,500-2000人,私企,深圳市牛商网络股份有限公司,http://www.nsw88.com/,福田区上梅林梅华路123号东方星大厦3栋1层,深圳市牛商网络股份有限公司http://www.nsw88.com/福田区上梅林梅华路123号东方星大厦3栋1层
83552,Tapcore,,北京市,15-50人,外企,移动互联网,Tapcore technology,http://tapcore.com,北京市海定区,Tapcore technologyhttp://tapcore.com北京市海定区
83563,巴别时代,地址的格式如“用户名@qq.com kefu@zuiyouxi.com,北京市,150-500人,私企,游戏,北京巴别时代科技有限公司,http://www.babeltime.com,北京市海淀区成府路28号2-1202,北京巴别时代科技有限公司http://www.babeltime.com北京市海淀区成府路28号2-1202
83613,韦伯森斯,,北京市,150-500人,外企,IT/软件,韦伯森斯网络安全技术研发（北京）有限公司,,,韦伯森斯网络安全技术研发（北京）有限公司
83618,星巴达,,广州市,angel轮,50-150人,私企,广州星巴达信息技术有限公司,http://www.singbada.com,番禺区夏滘岭南国际电子商务产业园6街3楼311~320（地铁3号线厦滘A出口）,广州星巴达信息技术有限公司http://www.singbada.com番禺区夏滘岭南国际电子商务产业园6街3楼311~320（地铁3号线厦滘A出口）
83629,毕方信息,406631662@qq.com 1058305775@qq.com 简历与作品投递邮箱hr@bianjubang.com njkx9000@163.com 123@wygbnrz.com xbzqs@126.com bfhr@foxmail.com 348305766@qq.com 619719124@qq.com 1234567@qq.com,广州市,angel轮,15人以下,私企,广州毕方信息科技有限公司,http://www.gzbifang.com,广州市天河区天河路592号百脑汇科技大厦A座,广州毕方信息科技有限公司http://www.gzbifang.com广州市天河区天河路592号百脑汇科技大厦A座
83655,EF Labs,,上海市,150-500人,外企,教育,EF Labs,静安区铜仁路258号,,EF Labs静安区铜仁路258号
83664,鼎元亿阳,,北京市,angel轮,15-50人,私企,鼎元亿阳（北京）投资管理有限公司,http://www.dyyycapital.com,光华路东方梅地亚中心C座1601,鼎元亿阳（北京）投资管理有限公司http://www.dyyycapital.com光华路东方梅地亚中心C座1601
83706,京东金融,,北京市,2000人以上,私企,互联网,北京京东世纪贸易有限公司,http://jr.jd.com,,北京京东世纪贸易有限公司http://jr.jd.com
83734,杭州贝安云科技有限公司,,杭州市,15-50人,私企,互联网,杭州贝安云科技有限公司,天目山路160号国际花园,,杭州贝安云科技有限公司天目山路160号国际花园
83736,中邦资信,,武汉市,50-150人,私企,金融,青岛中邦资信商品经营有限公司,武汉市洪山区珞瑜路889号光谷中心花园C3-2404,,青岛中邦资信商品经营有限公司武汉市洪山区珞瑜路889号光谷中心花园C3-2404
83772,微店,service@dian-bao-bao.com hr@okwei.com 360baike@360.cn 4001009333@yonghui.cn jane@dashenw.com service@rsnet.com.cn 82326215@qq.com 2581467309@qq.com support@weidian.com service@lesswire.cn admin@htget.com,北京市,C轮,150-500人,私企,无线生活（北京）信息技术有限公司,http://www.koudai.com,北京市朝阳区酒仙桥中路10号星科大厦B座1层,无线生活（北京）信息技术有限公司http://www.koudai.com北京市朝阳区酒仙桥中路10号星科大厦B座1层
83813,房天下搜房网,2857672045@qq.com kf@vip.sohu.com 2310262377@qq.com fangyuan@soufun.com haiwai@fang.com jubao@fang.com jubao@soufun.com,厦门市,public轮,2000人以上,外企,北京搜房网络技术有限公司厦门分公司,http://xm.fang.com/,思明区中华街道水仙路33号海光大厦12A单元,北京搜房网络技术有限公司厦门分公司http://xm.fang.com/思明区中华街道水仙路33号海光大厦12A单元
83814,融e投,,上海市,angel轮,15人以下,私企,上海君健金融信息服务有限公司,http://www.51ret.com,浦东新区浦建路145号,上海君健金融信息服务有限公司http://www.51ret.com浦东新区浦建路145号
83825,好的好的,name@100tal.com 749891117@qq.com 494111800@qq.com 063839413@qq.com 256121823@qq.com 799468363@qq.com 642244980@qq.com,北京市,angel轮,15-50人,私企,北京众帮人达信息技术有限公司,,,北京众帮人达信息技术有限公司
83829,明略数据,dashuju36@qq.com wangyiduo@lieyunwang.com jenny@kyligence.io business@ppvke.co jubao@contact.sohu.com tougao@iyiou.com hezuo@iyiou.com eapp@easyaq.com buptjob@bupt.edu.cn,北京市,A轮,150-500人,私企,北京明略软件系统有限公司,http://www.mininglamp.com/,北京市立水桥,北京明略软件系统有限公司http://www.mininglamp.com/北京市立水桥
83838,锐徕思影视,980703yf@sina.com,北京市,15-50人,私企,新媒体,锐徕思（北京）影视文化有限公司,http://www.relaxpic.com,光华路SOHO,锐徕思（北京）影视文化有限公司http://www.relaxpic.com光华路SOHO
83904,中安汇金,,北京市,50-150人,私企,互联网,中安汇金科技（北京）有限公司,http://www.fhse.org,朝阳区建国门外大街19号A座703,中安汇金科技（北京）有限公司http://www.fhse.org朝阳区建国门外大街19号A座703
83907,天籽文修,,北京市,15-50人,私企,广告,北京天籽文修文化传播有限责任公司,北京市昌平区立水桥北方明珠大厦1号楼2811室,,北京天籽文修文化传播有限责任公司北京市昌平区立水桥北方明珠大厦1号楼2811室
83913,航天开元,,北京市,150-500人,国企,IT/软件,航天开元科技有限公司,http://dfky.com.cn,北京市西城区三里河北街1号,航天开元科技有限公司http://dfky.com.cn北京市西城区三里河北街1号
83941,E点租,,深圳市,50-150人,私企,互联网,深圳市博瑞梦想科技有限公司,http://www.szedz.com/,深圳市南山区科技南八路,深圳市博瑞梦想科技有限公司http://www.szedz.com/深圳市南山区科技南八路
83956,广州阿卡特米营销策划有限公司,,广州市,15-50人,私企,广告,广州阿卡特米营销策划有限公司,白云区白云大道南793号广州体育馆行政楼2楼东半层,,广州阿卡特米营销策划有限公司白云区白云大道南793号广州体育馆行政楼2楼东半层
83974,福州趣读网络科技有限公司,qdreader@qudu99.com 526009968@qq.com chenyu@yonghui.cn ext_app_qual@baidu.com csc-report@xiaomi.com,福州市,angel轮,15-50人,私企,福州趣读网络科技有限公司,,,福州趣读网络科技有限公司
84018,蜂格网络,,杭州市,15人以下,私企,互联网,杭州蜂格网络科技有限公司,http://www.tgod.cn,杭州滨江区江南大道龙禧大酒店写字楼1718号,杭州蜂格网络科技有限公司http://www.tgod.cn杭州滨江区江南大道龙禧大酒店写字楼1718号
84028,课堂派,,北京市,angel轮,15-50人,私企,北京爱课互动科技有限公司,http://www.ketangpai.com/,北京市海淀区中关村方正国际大厦6F北大孵化园,北京爱课互动科技有限公司http://www.ketangpai.com/北京市海淀区中关村方正国际大厦6F北大孵化园
84039,果酷网,,北京市,A轮,50-150人,私企,北京创想开盈科贸有限公司,朝阳区广渠路金泰国际A210,,北京创想开盈科贸有限公司朝阳区广渠路金泰国际A210
84073,大麦电商,,广州市,150-500人,私企,电子商务,广州大麦信息科技有限公司,http://www.da-mai.com,广州市越秀区解放南路123号,广州大麦信息科技有限公司http://www.da-mai.com广州市越秀区解放南路123号
84074,微美生活-蜂小二房管家,3065190532@qq.com,黄石市,50-150人,私企,移动互联网,黄石微美生活网络科技有限公司,黄石大道796号康家知本大厦九楼,,黄石微美生活网络科技有限公司黄石大道796号康家知本大厦九楼
84078,七月在线,,北京市,angel轮,15人以下,私企,七月在线科技,http://julyedu.com/,昌平区回龙观龙域中路融泽嘉园1号院,七月在线科技http://julyedu.com/昌平区回龙观龙域中路融泽嘉园1号院
84086,鲤鱼网,,郑州市,A轮,15-50人,私企,郑州鲤鱼电子商务有限公司,http://www.carpsgift.com,中部电商产业园,郑州鲤鱼电子商务有限公司http://www.carpsgift.com中部电商产业园
84088,捡人网,,上海市,15-50人,私企,移动互联网,上海未都广告有限公司,http://www.ijianren.com,上海浦东新区花木路世纪公园,上海未都广告有限公司http://www.ijianren.com上海浦东新区花木路世纪公园
84102,玖富旗下蜡笔分期,services@shengyidi.com ir@angelclub.com viyaxie@zero2ipo.com.cn 请联系邮箱rzgl@rongzi.com jubao@9fbank.com.cn liuchen@technode.com BD@labichangxue.com aoxiaohua@9fbank.com.cn jubao@contact.sohu.com xuchuling@9fbank.cc 2804039869@qq.com coralli@zero2ipo.com.cn 9fplus@9fbank.com.cn BP@100tmt.com,北京市,angel轮,2000人以上,私企,北京沐屿科技发展有限公司,http://www.labichangxue.com,北京市朝阳区望京SOHO中心T1,北京沐屿科技发展有限公司http://www.labichangxue.com北京市朝阳区望京SOHO中心T1
84121,好友钱,,北京市,15-50人,私企,互联网,北京友信通联科技有限公司,http://www.haoyouqian.me,朝阳区望京SOHO塔1A座11层,北京友信通联科技有限公司http://www.haoyouqian.me朝阳区望京SOHO塔1A座11层
84130,易销客,d@exiaoke.cn 1755109338@qq.com support@beikaifei.com,北京市,15人以下,私企,移动互联网,郑州九博企业管理咨询有限公司,http://www.exiaoke.cn,,郑州九博企业管理咨询有限公司http://www.exiaoke.cn
84144,摩咔科技,,广州市,15人以下,私企,互联网,广州摩咔信息科技有限公司,http://t.mokax.com,广州市天河区天府路163号隽园小区,广州摩咔信息科技有限公司http://t.mokax.com广州市天河区天府路163号隽园小区
84151,创创集团,,上海市,2000人以上,私企,其他,创创集团,http://www.shccjt.com,上海市徐汇区中山南二路1089号徐汇苑大厦 20楼,创创集团http://www.shccjt.com上海市徐汇区中山南二路1089号徐汇苑大厦 20楼
84155,熊猫传媒集团,,北京市,A轮,50-150人,私企,北京紫媒广告有限公司,北京市朝阳区望京广顺南大街悠乐汇A座下沉广场001,,北京紫媒广告有限公司北京市朝阳区望京广顺南大街悠乐汇A座下沉广场001
84160,柏年智能,,杭州市,public轮,500-2000人,私企,柏年光电标识,http://www.panasign.com,余杭钱江经济开发区南公河路1号,柏年光电标识http://www.panasign.com余杭钱江经济开发区南公河路1号
84161,九恒星,nspublic@nstc.com.cn zhaopin@nstc.co zhaopin@nstc.com.cn guochaoqun@nstc.com.cn,深圳市,500-2000人,私企,IT/软件,深圳市思凯科技开发有限公司,深圳市南山区科技园比克科技大厦12楼,,深圳市思凯科技开发有限公司深圳市南山区科技园比克科技大厦12楼
